,fluxes,equ,ec-code,kcat_MW,E
DPCOAK,0.00022560060127840842,atp_c + dpcoa_c --> adp_c + coa_c,2.7.1.24,1158.053282978055,1.9481020829909736e-07
UREA,0.0,h2o_c + 2.0 h_c + urea_c --> co2_c + 2.0 nh4_c,3.5.1.5,132945.65553210097,0.0
HCO3E_num1,0.0,h_c + hco3_c --> co2_c + h2o_c,4.2.1.1,495874742.3078874,0.0
NMNAT,0.0,atp_c + nmn_c --> nad_c + ppi_c,2.7.7.18,1148.210040293416,0.0
NDPK2,0.38950828875136456,atp_c + udp_c --> adp_c + utp_c,2.7.4.6,10341.059768344583,3.7666186781330035e-05
UMPKm,0.17549088680076888,atp_c + ump_c --> adp_c + udp_c,2.7.4.-,,
FMNAT,0.0,atp_c + fmn_c --> fad_c + ppi_c,"2.7.7.2,2.7.1.26",40.37972125239073,0.0
METAT,8.431725851629076e-05,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,2.5.1.6,19.951626521962485,4.226084445971131e-06
ADMDC,0.0,amet_c + h_c --> ametam_c + co2_c,4.1.1.50,19587.28439840081,0.0
NTD7_num1,0.0,amp_c + h2o_c --> adn_c + h_c + pi_c,"3.1.3.5,3.1.4.16",285.7390256256276,0.0
BPNT,0.00015375443784553417,h2o_c + pap_c --> amp_c + h_c + pi_c,,,
NADS1n,0.010983537547407884,atp_c + dnad_c + nh4_c --> amp_c + nad_c + ppi_c,6.3.1.5,18.7531859442147,0.0005856891506371626
ADPT,8.431725851629076e-05,ade_c + prpp_c --> amp_c + ppi_c,2.4.2.7,581.2892056644582,1.4505216627910656e-07
AHCi,8.431725851629076e-05,ahcys_c + h2o_c --> adn_c + hcys__L_c,,,
AHCYSNS,0.0,ahcys_c + h2o_c --> ade_c + rhcys_c,3.2.2.16,774.6866338255762,0.0
PPS,0.0,atp_c + h2o_c + pyr_c --> amp_c + h_c + pep_c + pi_c,2.7.9.2,15896.298682515742,0.0
PYK,5.641994402618353,adp_c + pep_c --> atp_c + pyr_c,2.7.1.40,36426.40798467044,0.00015488747627799893
R00207,0.0,2.0 h_c + o2_c + pi_c + pyr_c --> actp_c + co2_c + h2o2_c,1.2.2.2,,
ME1_num1,0.0,mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,"1.1.1.38,1.-.-.-",7083.0781107566,0.0
MALDDH,0.0,mal__D_c + nad_c --> co2_c + nadh_c + pyr_c,"1.1.1.83,4.1.1.73,1.1.1.93",9665.78023382614,0.0
ME2,0.0,mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c,1.1.1.40,14650.592520537304,0.0
SERD_L,0.0,ser__L_c --> nh4_c + pyr_c,"4.3.1.17,4.3.1.17",20480.56201438203,0.0
SERD_D,0.0,ser__D_c --> nh4_c + pyr_c,4.3.1.18,1269.1469259076875,0.0
PTAr,0.0,accoa_c + h_c + pi_c --> actp_c + coa_c,2.3.1.8,37911.18689673737,0.0
ACS_num1,0.0,ac_c + atp_c + coa_c + h_c --> accoa_c + amp_c + ppi_c,6.2.1.1,50214.18765563769,0.0
ACACT1x_num1,0.026278801717968592,2.0 accoa_c --> aacoa_c + coa_c,"2.3.1.16,2.3.1.9",7500.325580539325,3.503688131372954e-06
GLU5Km_num1,0.0,atp_c + glu__L_c + h_c --> adp_c + glu5p_c,2.7.2.11,,
GLUDxi_num1,0.0,glu__L_c + h2o_c + nad_c --> akg_c + h_c + nadh_c + nh4_c,1.4.1.2,2575.250050214855,0.0
r0074_num1,0.0,glu5sa_c + h2o_c + nad_c --> glu__L_c + 2.0 h_c + nadh_c,1.5.1.12,383.41098025794486,0.0
GLNS,0.9239136421231806,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,6.3.1.2,9107.392337074558,0.00010144656208145269
GLUNpp_num1,0.0,gln__L_c + h2o_c --> glu__L_c + nh4_c,3.5.1.2,1126.8603559411356,0.0
ALATA_L,2.181199974697516,akg_c + ala__L_c --> glu__L_c + pyr_c,,,
ACGS,0.0,accoa_c + glu__L_c --> acglu_c + coa_c + h_c,"2.3.1.35,2.3.1.1",99.712938510349,0.0
GLUR_num1,0.0,glu__L_c --> glu__D_c,5.1.1.3,3354.215698430845,0.0
R00264,0.0,25dop_c + h2o_c + nadp_c --> akg_c + 2.0 h_c + nadph_c,1.2.1.26,23.59288893843278,0.0
r0082,0.0,HC01434_c + h_c --> akg_c + co2_c,1.1.1.42,815.3668370462656,0.0
OXGDC,0.0,akg_c + h_c --> co2_c + sucsal_c,2.2.1.9,7.723362354161207,0.0
GTHPe,0.0,2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c,,1135832.2679578678,0.0
SPODMpp_num1,0.0,2.0 o2s_c --> h2o2_c + o2_c,1.15.1.1,5432825.131422762,0.0
UDPGD_num1,0.0,h2o_c + 2.0 nad_c + udpg_c --> 3.0 h_c + 2.0 nadh_c + udpglcur_c,1.1.1.22,642.2744359023122,0.0
UDPGPpp,0.0,h2o_c + udpg_c --> g1p_c + ump_c,"3.1.3.5,3.6.1.45",879.7614728546075,0.0
GALUi_num1,0.0,g1p_c + utp_c --> ppi_c + udpg_c,2.7.7.9,5678.1041012722835,0.0
UDPG4E,0.0,udpg_c --> udpgal_c,5.1.3.2,218705.71550098187,0.0
R00293,0.0,udpg_c --> C04089_c + h2o_c,4.2.1.-,,
FCLT,0.0,fe2_c + ppp9_c --> 2.0 h_c + pheme_c,4.99.1.1,7.878793895321392,0.0
ACKrh,0.0,ac_c + atp_c + h_c --> actp_c + adp_c,2.7.2.1,20629.504458544274,0.0
ACYP_2,0.0,actp_c + h2o_c --> ac_c + 2.0 h_c + pi_c,3.6.1.7,303802.3139985963,0.0
AMID_1,0.0,ad_c + h2o_c --> ac_c + nh4_c,3.5.1.4,32004.76425620895,0.0
NDPK1,0.15151453875420542,atp_c + gdp_c --> adp_c + gtp_c,2.7.4.6,10341.059768344583,1.4651741905410161e-05
GK1,0.03733698874362501,atp_c + gmp_c --> adp_c + gdp_c,2.7.4.8,8062.673747227494,4.630844545392161e-06
PPCK,0.0,atp_c + h_c + oaa_c --> adp_c + co2_c + pep_c,4.1.1.49,1663.9948937428808,0.0
MDHm_num1,0.0,mal__L_c + nad_c --> h_c + nadh_c + oaa_c,"1.1.1.37,1.1.1.272",53480.98931073258,0.0
PC,1.251534705450655,atp_c + hco3_c + pyr_c --> adp_c + h_c + oaa_c + pi_c,6.4.1.1,422.0894481500061,0.002965093562362338
CS_num1,0.0,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,2.3.3.1,4473.453170385236,0.0
ASPTA_num1,0.0,akg_c + asp__L_c --> glu__L_c + oaa_c,2.6.1.1,971.2796641603155,0.0
ASPO1,0.0,asp__L_c + h2o_c + o2_c --> h2o2_c + nh4_c + oaa_c,1.4.3.16,21.016972926144906,0.0
GLYOp,0.0,gly_c + h2o_c + o2_c --> glx_c + h2o2_c + nh4_c,1.4.3.19,43.649371172547035,0.0
AGTi,0.000116441362730757,ala__L_c + glx_c --> gly_c + pyr_c,"2.6.1.44,2.6.1.51",1583.3148551298184,7.354277158045725e-08
GLYATm,0.36033794893033805,accoa_c + gly_c --> 2aobut_c + coa_c,2.3.1.29,,
ALAD_L,0.0,ala__L_c + h2o_c + nad_c --> h_c + nadh_c + nh4_c + pyr_c,1.4.1.1,6265.8195139608615,0.0
ALAR_num1,0.2619973924427138,ala__L_c --> ala__D_c,5.1.1.1,99018.50633000881,2.6459436942982063e-06
SUCOAS,0.0,atp_c + coa_c + succ_c --> adp_c + pi_c + succoa_c,6.2.1.5,1867.995396628746,0.0
SUCD1,6.792368982160778,fad_c + succ_c --> fadh2_c + fum_c,1.3.99.1,,
MCITL2m,0.0,micit_c --> pyr_c + succ_c,4.1.3.30,6876.230304912654,0.0
OCOAT1,0.3816268306988715,acac_c + succoa_c --> aacoa_c + succ_c,2.8.3.9,,
UAG2EMA,0.0,h2o_c + uacgam_c --> acmana_c + udp_c,5.1.3.14,255.87356299049483,0.0
UAGDP,0.18691451903440676,acgam1p_c + utp_c --> ppi_c + uacgam_c,"2.3.1.157,2.7.7.23",757.3148569372652,0.000246812164481134
UAG4Ei_num1,0.0,uacgam_c --> udpacgal_c,"5.1.3.2,5.1.3.12",218705.71550098187,0.0
UAG2E,0.0044648968228465785,uacgam_c --> uacmam_c,5.1.3.14,255.87356299049483,1.7449621487517413e-05
GTPCII2,0.0,gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + h_c + ppi_c,3.5.4.25,3.4677447360734197,0.0
r0120_num1,0.0,gtp_c + h2o_c + 3.0 h_c --> HC01651_c,3.5.4.16,0.01866236798813481,0.0
GTPDPK_num1,0.0,atp_c + gtp_c --> amp_c + gdptp_c,2.7.6.5,550.9019987503332,0.0
DAPDC,0.2127397992122768,26dap__M_c + h_c --> co2_c + lys__L_c,4.1.1.20,675.7418086795351,0.0003148240888453993
LYSAM,0.0,lys__L_c --> 36dahx_c,5.4.3.2,691.4206695943058,0.0
LYSDC_num1,0.0,h_c + lys__L_c --> 15dap_c + co2_c,"4.1.1.19,4.1.1.18",37.243820426782975,0.0
GLYCLTDym,0.0,glyclt_c + nadp_c --> glx_c + h_c + nadph_c,"1.1.1.26,1.1.1.79,1.1.1.81",13046909.821612127,0.0
UGLYCH,0.0,h2o_c + 2.0 h_c + urdglyc_c --> co2_c + glx_c + 2.0 nh4_c,,,
DDPGA,0.0,4h2oxg_c --> glx_c + pyr_c,"4.1.2.14,4.1.3.16",4416.092623134448,0.0
GLYCTO1,0.0,glyclt_c + o2_c --> glx_c + h2o2_c,1.1.99.14,153.02490085416392,0.0
ASPK_1_num1,0.344279281833671,asp__L_c + atp_c + h_c --> 4pasp_c + adp_c,2.7.2.4,308.0223408961638,0.0011177088026537972
ASPO6,0.010983537547407884,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c,1.4.3.16,21.016972926144906,0.000522603211509326
ASNN_num1,0.0,asn__L_c + h2o_c --> asp__L_c + nh4_c,3.5.1.1,1197.3904328021615,0.0
ASP1DC,0.00022560060127840842,asp__L_c + h_c --> ala_B_c + co2_c,4.1.1.11,398.24697815791336,5.664841509204196e-07
ASPT,0.0,asp__L_c --> fum_c + nh4_c,4.3.1.1,2261.040055020202,0.0
GTHRDH_syn_num1,0.0,gthrd_c + h2o_c --> cgly_c + glu__L_c,"2.3.2.2,3.4.11.4",29229.580754367315,0.0
GALT,0.0,gal1p_c + utp_c --> ppi_c + udpgal_c,2.7.7.10,,
ADSK_num1,0.0,aps_c + atp_c --> adp_c + paps_c,2.7.1.25,6976.795422748058,0.0
NTD4_num1,0.0,cmp_c + h2o_c --> cytd_c + h_c + pi_c,"3.1.3.5,3.1.4.16",285.7390256256276,0.0
CYTK1m,0.3077178502296725,atp_c + cmp_c --> adp_c + cdp_c,2.7.4.14,13086.93258114656,2.3513367118050288e-05
CYTDK1,0.0,atp_c + cytd_c --> adp_c + cmp_c,2.7.1.48,235.5308037943516,0.0
UTCY,0.0,cytd_c + utp_c --> cmp_c + udp_c,2.7.1.48,235.5308037943516,0.0
CYTDK2,0.0,cytd_c + gtp_c --> cmp_c + gdp_c,2.7.1.48,235.5308037943516,0.0
FDH_num1,0.0,for_c + nad_c --> co2_c + nadh_c,1.17.1.9,2594.083147183932,0.0
OXADCm_num1,0.0,h_c + oxa_c --> co2_c + for_c,4.1.1.2,3554.2324463519703,0.0
NFORGLUAH_num1,0.0,Nforglu_c + h2o_c --> for_c + glu__L_c,3.5.1.88,20.91467331795882,0.0
R00526_num1,0.0,C01044_c + h2o_c --> asp__L_c + for_c,3.5.1.88,20.91467331795882,0.0
SADTn_num1,0.0,atp_c + h_c + so4_c --> aps_c + ppi_c,2.7.7.4,3292.984917352935,0.0
RBFK_num1,0.0,atp_c + ribflv_c --> adp_c + fmn_c,"2.7.1.26,2.7.7.2",40.37972125239073,0.0
ARGN,0.0,arg__L_c + h2o_c --> orn_c + urea_c,3.5.3.1,44119.797009336995,0.0
ARGKr,0.0,arg__L_c + atp_c --> adp_c + argp_c + h_c,,,
ARGDC_num1,0.0,arg__L_c + h_c --> agm_c + co2_c,"4.1.1.19,4.1.1.18",36.95214773758308,0.0
NDPK3,0.2973112899905811,atp_c + cdp_c --> adp_c + ctp_c,2.7.4.6,10341.059768344583,2.8750562964609504e-05
CTPS1,0.03409450796276814,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,6.3.4.2,31.385864916575088,0.00108630136698137
CTPS2,0.0,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,6.3.4.2,31.385864916575088,0.0
CBPS_num1,0.19851827847253384,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + h_c + pi_c,6.3.5.5,39.80044787502311,0.004987840315161744
ASNS1_num1,0.09690426249763516,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + ppi_c,6.3.5.4,103.74273217710736,0.0009340824216216158
PSP_L,0.0,h2o_c + pser__L_c --> h_c + pi_c + ser__L_c,3.1.3.3,27118.5824810568,0.0
SPTix,0.0,pyr_c + ser__L_c --> ala__L_c + hpyr_c,"2.6.1.44,2.6.1.51",1583.3148551298184,0.0
SERAT,0.11155664049880801,accoa_c + ser__L_c --> acser_c + coa_c,2.3.1.30,153078.9041558759,7.287525417951323e-07
ALCD1,0.0,meoh_c + nad_c --> fald_c + h_c + nadh_c,,,
