,fluxes,equ,ec-code,kcat_MW,E
EX_ade_e,0.0,ade_e --> ,,,
EX_pro__L_e,0.0,pro__L_e --> ,,,
EX_mal__L_e,0.0,mal__L_e --> ,,,
EX_asn__L_e,0.0,asn__L_e --> ,,,
EX_cit_e,0.0,cit_e --> ,,,
EX_man_e,0.0,man_e --> ,,,
EX_glyclt_e,0.0,glyclt_e --> ,,,
EX_prpnte_e,0.0,prpnte_e --> ,,,
EX_acac_e,0.0,acac_e --> ,,,
EX_cbp_e,0.0,cbp_e --> ,,,
EX_cobalt2_e,0.0,cobalt2_e --> ,,,
EX_xyl__D_e,0.0,xyl__D_e --> ,,,
EX_glycogen_e,0.0,glycogen_e --> ,,,
EX_val__L_e,0.0,val__L_e --> ,,,
EX_dha_e,0.0,dha_e --> ,,,
EX_cellb_e,0.0,cellb_e --> ,,,
EX_lac__L_e,0.0,lac__L_e --> ,,,
EX_thr__L_e,0.0,thr__L_e --> ,,,
EX_etha_e,0.0,etha_e --> ,,,
EX_glcur_e,0.0,glcur_e --> ,,,
EX_3pg_e,0.0,3pg_e --> ,,,
EX_2ddglcn_e,0.0,2ddglcn_e --> ,,,
EX_malt_e,0.0,malt_e --> ,,,
EX_adn_e,0.0,adn_e --> ,,,
EX_thymd_e,0.0,thymd_e --> ,,,
EX_arab__D_e,0.0,arab__D_e --> ,,,
EX_glu__D_e,0.0,glu__D_e --> ,,,
EX_k_e,0.0,k_e --> ,,,
EX_gua_e,0.0,gua_e --> ,,,
EX_lcts_e,0.0,lcts_e --> ,,,
EX_no3_e,0.0,no3_e --> ,,,
EX_taur_e,0.0,taur_e --> ,,,
EX_srb__L_e,0.0,srb__L_e --> ,,,
EX_chor_e,0.0,chor_e --> ,,,
EX_nac_e,0.0,nac_e --> ,,,
EX_ribflv_e,0.0,ribflv_e --> ,,,
EX_glcn_e,0.0,glcn_e --> ,,,
EX_arab__L_e,0.0,arab__L_e --> ,,,
EX_hxan_e,0.0,hxan_e --> ,,,
EX_glc__D_e,-7.127079835689431,glc__D_e <-- ,,,
EX_acnam_e,0.0,acnam_e --> ,,,
EX_man6p_e,0.0,man6p_e --> ,,,
EX_h2s_e,0.0,h2s_e --> ,,,
EX_ni2_e,0.0,ni2_e --> ,,,
EX_ins_e,0.0,ins_e --> ,,,
EX_uri_e,0.0,uri_e --> ,,,
EX_mg2_e,0.0,mg2_e --> ,,,
EX_citr__L_e,0.0,citr__L_e --> ,,,
EX_gam_e,0.0,gam_e --> ,,,
EX_galur_e,0.0,galur_e --> ,,,
EX_4abut_e,0.0,4abut_e --> ,,,
EX_6pgc_e,0.0,6pgc_e --> ,,,
EX_ethamp_e,0.0,ethamp_e --> ,,,
EX_gam6p_e,0.0,gam6p_e --> ,,,
EX_dtmp_e,0.0,dtmp_e --> ,,,
EX_urate_e,0.0,urate_e --> ,,,
EX_thm_e,0.0,thm_e --> ,,,
EX_csn_e,0.0,csn_e --> ,,,
EX_xan_e,0.0,xan_e --> ,,,
EX_gsn_e,0.0,gsn_e --> ,,,
EX_mnl_e,0.0,mnl_e --> ,,,
EX_ile__L_e,0.0,ile__L_e --> ,,,
EX_etoh_e,0.0,etoh_e --> ,,,
EX_cytd_e,0.0,cytd_e --> ,,,
EX_crn_e,0.0,crn_e --> ,,,
EX_cysi__L_e,0.0,cysi__L_e --> ,,,
EX_raffin_e,0.0,raffin_e --> ,,,
EX_mal__D_e,0.0,mal__D_e --> ,,,
EX_fol_e,0.0,fol_e --> ,,,
EX_Lcyst_e,0.0,Lcyst_e --> ,,,
EX_rmn_e,0.0,rmn_e --> ,,,
EX_hqn_e,0.0,hqn_e --> ,,,
EX_abt__L_e,0.0,abt__L_e --> ,,,
EX_pppi_e,0.0,pppi_e --> ,,,
EX_cbl2_e,0.0,cbl2_e --> ,,,
EX_tartr__M_e,0.0,tartr__M_e --> ,,,
EX_dad_2_e,0.0,dad_2_e --> ,,,
EX_cholp_e,0.0,cholp_e --> ,,,
EX_pacald_e,0.0,pacald_e --> ,,,
EX_2pg_e,0.0,2pg_e --> ,,,
EX_man1p_e,0.0,man1p_e --> ,,,
EX_acmana_e,0.0,acmana_e --> ,,,
EX_g6p_A_e,0.0,g6p_A_e --> ,,,
EX_hg2_e,0.0,hg2_e --> ,,,
EX_glyb_e,0.0,glyb_e --> ,,,
EX_dextrin_e,0.0,dextrin_e --> ,,,
EX_lipoate_e,0.0,lipoate_e --> ,,,
EX_ser__D_e,0.0,ser__D_e --> ,,,
EX_sbt__D_e,0.0,sbt__D_e --> ,,,
EX_glcr_e,0.0,glcr_e --> ,,,
EX_met__D_e,0.0,met__D_e --> ,,,
EX_pnto__R_e,0.0,pnto__R_e --> ,,,
EX_galctr__D_e,0.0,galctr__D_e --> ,,,
EX_dcyt_e,0.0,dcyt_e --> ,,,
EX_chols_e,0.0,chols_e --> ,,,
EX_C00946_e,0.0,C00946_e --> ,,,
EX_2pglyc_e,0.0,2pglyc_e --> ,,,
EX_pser__L_e,0.0,pser__L_e --> ,,,
EX_fuc__L_e,0.0,fuc__L_e --> ,,,
EX_gullac_e,0.0,gullac_e --> ,,,
EX_thmmp_e,0.0,thmmp_e --> ,,,
EX_tre_e,0.0,tre_e --> ,,,
EX_4tmeabutn_e,0.0,4tmeabutn_e --> ,,,
EX_na1_e,0.0,na1_e --> ,,,
EX_3amp_p_e,0.0,3amp_p_e --> ,,,
EX_3ump_p_e,0.0,3ump_p_e --> ,,,
EX_cd2_e,0.0,cd2_e --> ,,,
EX_cgly_e,0.0,cgly_e --> ,,,
EX_salcn_e,0.0,salcn_e --> ,,,
EX_all__D_e,0.0,all__D_e --> ,,,
EX_pur_e,0.0,pur_e --> ,,,
EX_galt_e,0.0,galt_e --> ,,,
EX_sbt__L_e,0.0,sbt__L_e --> ,,,
EX_pala_e,0.0,pala_e --> ,,,
EX_xtsn_e,0.0,xtsn_e --> ,,,
EX_drib_e,0.0,drib_e --> ,,,
EX_malttr_e,0.0,malttr_e --> ,,,
EX_5oxpro_e,0.0,5oxpro_e --> ,,,
EX_thiog_e,0.0,thiog_e --> ,,,
EX_2hymeph_e,0.0,2hymeph_e --> ,,,
EX_alltn_e,0.0,alltn_e --> ,,,
EX_23camp_e,0.0,23camp_e --> ,,,
EX_23ccmp_e,0.0,23ccmp_e --> ,,,
EX_23cump_p_e,0.0,23cump_p_e --> ,,,
EX_tmp_e,0.0,tmp_e --> ,,,
EX_pser__D_e,0.0,pser__D_e --> ,,,
EX_C03031_e,0.0,C03031_e --> ,,,
EX_23btdl_e,0.0,23btdl_e --> ,,,
EX_5mtr_e,0.0,5mtr_e --> ,,,
EX_C03104_e,0.0,C03104_e --> ,,,
EX_C03570_e,0.0,C03570_e --> ,,,
EX_C03619_e,0.0,C03619_e --> ,,,
EX_isetac_e,0.0,isetac_e --> ,,,
EX_peamn_e,0.0,peamn_e --> ,,,
EX_f6p_B_e,0.0,f6p_B_e --> ,,,
EX_melib_e,0.0,melib_e --> ,,,
EX_b12_e,0.0,b12_e --> ,,,
EX_3cmp_p_e,0.0,3cmp_p_e --> ,,,
EX_argp_e,0.0,argp_e --> ,,,
EX_arbt_e,0.0,arbt_e --> ,,,
EX_3gmp_e,0.0,3gmp_e --> ,,,
EX_fecrm_e,0.0,fecrm_e --> ,,,
EX_ectoine_e,0.0,ectoine_e --> ,,,
EX_mobd_e,0.0,mobd_e --> ,,,
EX_2doxg6p_e,0.0,2doxg6p_e --> ,,,
EX_C06468_e,0.0,C06468_e --> ,,,
EX_pb_e,0.0,pb_e --> ,,,
EX_aso3_e,0.0,aso3_e --> ,,,
EX_feoxam_e,0.0,feoxam_e --> ,,,
EX_C08240_e,0.0,C08240_e --> ,,,
EX_djenk_e,0.0,djenk_e --> ,,,
EX_C08325_e,0.0,C08325_e --> ,,,
EX_prolb_e,0.0,prolb_e --> ,,,
EX_mso3_e,0.0,mso3_e --> ,,,
EX_ctbt_e,0.0,ctbt_e --> ,,,
EX_btbet_e,0.0,btbet_e --> ,,,
EX_glcglyc_e,0.0,glcglyc_e --> ,,,
EX_thrp_e,0.0,thrp_e --> ,,,
EX_sulfac_e,0.0,sulfac_e --> ,,,
EX_fe2_e,0.0,fe2_e --> ,,,
EX_fe3_e,0.0,fe3_e --> ,,,
EX_aso4_e,0.0,aso4_e --> ,,,
EX_mops_e,0.0,mops_e --> ,,,
EX_lanth_e,0.0,lanth_e --> ,,,
EX_hexs_e,0.0,hexs_e --> ,,,
EX_ethso3_e,0.0,ethso3_e --> ,,,
EX_gly_gln__L_e,0.0,gly_gln__L_e --> ,,,
EX_gly_asn__L_e,0.0,gly_asn__L_e --> ,,,
EX_ala_L_Thr__L_e,0.0,ala_L_Thr__L_e --> ,,,
EX_ala_L_leu__L_e,0.0,ala_L_leu__L_e --> ,,,
EX_ala_his_e,0.0,ala_his_e --> ,,,
EX_L_alagly_e,0.0,L_alagly_e --> ,,,
EX_ala_L_glu__L_e,0.0,ala_L_glu__L_e --> ,,,
EX_ala_L_gln__L_e,0.0,ala_L_gln__L_e --> ,,,
EX_gly_pro__L_e,0.0,gly_pro__L_e --> ,,,
EX_cpd11589_e,0.0,cpd11589_e --> ,,,
EX_met_L_ala__L_e,0.0,met_L_ala__L_e --> ,,,
EX_gly_met__L_e,0.0,gly_met__L_e --> ,,,
EX_gly_glu__L_e,0.0,gly_glu__L_e --> ,,,
EX_ala_L_asp__L_e,0.0,ala_L_asp__L_e --> ,,,
EX_cro4_e,0.0,cro4_e --> ,,,
EX_butso3_e,0.0,butso3_e --> ,,,
EX_arsbet_e,0.0,arsbet_e --> ,,,
EX_sbo3_e,0.0,sbo3_e --> ,,,
EX_3amba_e,0.0,3amba_e --> ,,,
EX_gbbtn_e,0.0,gbbtn_e --> ,,,
EX_mbdg_e,0.0,mbdg_e --> ,,,
PPAm_num1,0.0,h2o_c + ppi_c --> 2.0 h_c + 2.0 pi_c,3.6.1.1,0.7414291430981805,0.0
CAT_num1,0.0,2.0 h2o2_c --> 2.0 h2o_c + o2_c,1.11.1.6,9098585.568851197,0.0
PDHam1hi,0.22833818740302342,h_c + pyr_c + thmpp_c --> 2ahethmpp_c + co2_c,"1.2.4.1,2.2.1.6",5655.544122957644,4.037422084218677e-05
HXAD,0.0,chtbs_c + h2o_c --> 2.0 acgam_c,3.2.1.52,327.4601418652194,0.0
R00026_num1,0.0,cellb_e + h2o_e --> ,"3.2.1.21,3.2.1.86",209.42683714166336,0.0
MALTly,0.0,h2o_c + malt_c --> 2.0 glc__D_c,3.2.1.20,11665.852140043917,0.0
PPBNGS,0.0,2.0 5aop_c --> 2.0 h2o_c + h_c + ppbng_c,4.2.1.24,3162.4166135779687,0.0
RBFSb,0.0,2.0 dmlz_c --> 4r5au_c + ribflv_c,2.5.1.9,54.83652017868525,0.0
HMBS,0.0,h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c,2.5.1.61,25.83389220653471,0.0
ATPM,5.85,atp_c + h2o_c --> adp_c + h_c + pi_c,,,
ADNCYC,0.0,atp_c --> camp_c + ppi_c,,932441.1615158116,0.0
NADK_num1,0.0,atp_c + nad_c --> adp_c + nadp_c,2.7.1.23,249.90030976842687,0.0
GLUSy,0.0,akg_c + gln__L_c + h_c + nadph_c --> 2.0 glu__L_c + nadp_c,1.4.1.13,,
ADK1m,1.2727917792070054,amp_c + atp_c --> 2.0 adp_c,2.7.4.3,149109.78300231227,8.535937438707613e-06
DPCOAK,8.08014442033684e-05,atp_c + dpcoa_c --> adp_c + coa_c,2.7.1.24,1158.053282978055,6.977351162597548e-08
UREA,0.0,h2o_c + 2.0 h_c + urea_c --> co2_c + 2.0 nh4_c,3.5.1.5,132945.65553210097,0.0
HCO3E_num1,0.0,h_c + hco3_c --> co2_c + h2o_c,4.2.1.1,495874742.3078874,0.0
NMNAT,0.0,atp_c + nmn_c --> nad_c + ppi_c,2.7.7.18,1148.210040293416,0.0
NDPK2,0.13950686337696028,atp_c + udp_c --> adp_c + utp_c,2.7.4.6,10341.059768344583,1.3490577030026469e-05
UMPKm,0.0676874791771549,atp_c + ump_c --> adp_c + udp_c,2.7.4.-,,
FMNAT,0.0,atp_c + fmn_c --> fad_c + ppi_c,"2.7.7.2,2.7.1.26",40.37972125239073,0.0
METAT,3.0199193711280936e-05,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,2.5.1.6,19.951626521962485,1.5136206403040909e-06
ADMDC,0.0,amet_c + h_c --> ametam_c + co2_c,4.1.1.50,19587.28439840081,0.0
NTD7_num1,0.0,amp_c + h2o_c --> adn_c + h_c + pi_c,"3.1.3.5,3.1.4.16",285.7390256256276,0.0
BPNT,5.5068916306965514e-05,h2o_c + pap_c --> amp_c + h_c + pi_c,,,
NADS1n,0.003933880013010538,atp_c + dnad_c + nh4_c --> amp_c + nad_c + ppi_c,6.3.1.5,18.7531859442147,0.00020977129031369348
ADPT,3.0199193711280953e-05,ade_c + prpp_c --> amp_c + ppi_c,2.4.2.7,581.2892056644582,5.195209788346397e-08
AHCi,3.0199193711280936e-05,ahcys_c + h2o_c --> adn_c + hcys__L_c,,,
AHCYSNS,0.0,ahcys_c + h2o_c --> ade_c + rhcys_c,3.2.2.16,774.6866338255762,0.0
PPS,0.0,atp_c + h2o_c + pyr_c --> amp_c + h_c + pep_c + pi_c,2.7.9.2,15896.298682515742,0.0
PYK,13.100982765190956,adp_c + pep_c --> atp_c + pyr_c,2.7.1.40,36426.40798467044,0.000359656180502462
R00207,12.01510853236871,2.0 h_c + o2_c + pi_c + pyr_c --> actp_c + co2_c + h2o2_c,1.2.2.2,,
ME1_num1,0.0,mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,"1.1.1.38,1.-.-.-",7083.0781107566,0.0
MALDDH,0.0,mal__D_c + nad_c --> co2_c + nadh_c + pyr_c,"1.1.1.83,4.1.1.73,1.1.1.93",9665.78023382614,0.0
ME2,0.0,mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c,1.1.1.40,14650.592520537304,0.0
SERD_L,0.0,ser__L_c --> nh4_c + pyr_c,"4.3.1.17,4.3.1.17",20480.56201438203,0.0
SERD_D,0.0,ser__D_c --> nh4_c + pyr_c,4.3.1.18,1269.1469259076875,0.0
PTAr,0.0,accoa_c + h_c + pi_c --> actp_c + coa_c,2.3.1.8,37911.18689673737,0.0
ACS_num1,0.0,ac_c + atp_c + coa_c + h_c --> accoa_c + amp_c + ppi_c,6.2.1.1,50214.18765563769,0.0
ACACT1x_num1,0.009412054394865699,2.0 accoa_c --> aacoa_c + coa_c,"2.3.1.16,2.3.1.9",7500.325580539325,1.254886110449209e-06
GLU5Km_num1,0.08294575705796974,atp_c + glu__L_c + h_c --> adp_c + glu5p_c,2.7.2.11,,
GLUDxi_num1,0.0,glu__L_c + h2o_c + nad_c --> akg_c + h_c + nadh_c + nh4_c,1.4.1.2,2575.250050214855,0.0
r0074_num1,0.0,glu5sa_c + h2o_c + nad_c --> glu__L_c + 2.0 h_c + nadh_c,1.5.1.12,383.41098025794486,0.0
GLNS,0.3309102731985073,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c,6.3.1.2,9107.392337074558,3.633425034863503e-05
GLUNpp_num1,0.0,gln__L_c + h2o_c --> glu__L_c + nh4_c,3.5.1.2,1126.8603559411356,0.0
ALATA_L,0.7812218010646819,akg_c + ala__L_c --> glu__L_c + pyr_c,,,
ACGS,0.0,accoa_c + glu__L_c --> acglu_c + coa_c + h_c,"2.3.1.35,2.3.1.1",99.712938510349,0.0
GLUR_num1,0.0,glu__L_c --> glu__D_c,5.1.1.3,3354.215698430845,0.0
R00264,0.0,25dop_c + h2o_c + nadp_c --> akg_c + 2.0 h_c + nadph_c,1.2.1.26,23.59288893843278,0.0
r0082,0.0,HC01434_c + h_c --> akg_c + co2_c,1.1.1.42,815.3668370462656,0.0
OXGDC,0.0,akg_c + h_c --> co2_c + sucsal_c,2.2.1.9,7.723362354161207,0.0
GTHPe,0.0,2.0 gthrd_c + h2o2_c --> gthox_c + 2.0 h2o_c,,1135832.2679578678,0.0
SPODMpp_num1,0.0,2.0 o2s_c --> h2o2_c + o2_c,1.15.1.1,5432825.131422762,0.0
UDPGD_num1,0.0,h2o_c + 2.0 nad_c + udpg_c --> 3.0 h_c + 2.0 nadh_c + udpglcur_c,1.1.1.22,642.2744359023122,0.0
UDPGPpp,0.0,h2o_c + udpg_c --> g1p_c + ump_c,"3.1.3.5,3.6.1.45",879.7614728546075,0.0
GALUi_num1,0.0,g1p_c + utp_c --> ppi_c + udpg_c,2.7.7.9,5678.1041012722835,0.0
UDPG4E,0.0,udpg_c --> udpgal_c,5.1.3.2,218705.71550098187,0.0
R00293,0.0,udpg_c --> C04089_c + h2o_c,4.2.1.-,,
FCLT,0.0,fe2_c + ppp9_c --> 2.0 h_c + pheme_c,4.99.1.1,7.878793895321392,0.0
ACKrh,0.0,ac_c + atp_c + h_c --> actp_c + adp_c,2.7.2.1,20629.504458544274,0.0
ACYP_2,0.0,actp_c + h2o_c --> ac_c + 2.0 h_c + pi_c,3.6.1.7,303802.3139985963,0.0
AMID_1,0.0,ad_c + h2o_c --> ac_c + nh4_c,3.5.1.4,32004.76425620895,0.0
NDPK1,0.054266670743695344,atp_c + gdp_c --> adp_c + gtp_c,2.7.4.6,10341.059768344583,5.2476894979190766e-06
GK1,0.013372670975145565,atp_c + gmp_c --> adp_c + gdp_c,2.7.4.8,8062.673747227494,1.6585901146929102e-06
PPCK,0.0,atp_c + h_c + oaa_c --> adp_c + co2_c + pep_c,4.1.1.49,1663.9948937428808,0.0
MDHm_num1,0.0,mal__L_c + nad_c --> h_c + nadh_c + oaa_c,"1.1.1.37,1.1.1.272",53480.98931073258,0.0
PC,0.44825151660964774,atp_c + hco3_c + pyr_c --> adp_c + h_c + oaa_c + pi_c,6.4.1.1,40.71017553286129,0.011010797933008633
CS_num1,0.0,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,2.3.3.1,4473.453170385236,0.0
ASPTA_num1,0.0,akg_c + asp__L_c --> glu__L_c + oaa_c,2.6.1.1,971.2796641603155,0.0
ASPO1,0.0,asp__L_c + h2o_c + o2_c --> h2o2_c + nh4_c + oaa_c,1.4.3.16,21.016972926144906,0.0
GLYOp,0.0,gly_c + h2o_c + o2_c --> glx_c + h2o2_c + nh4_c,1.4.3.19,43.649371172547035,0.0
AGTi,4.170481027240216e-05,ala__L_c + glx_c --> gly_c + pyr_c,"2.6.1.44,2.6.1.51",1583.3148551298184,2.6340187573736063e-08
GLYATm,0.12905917142894852,accoa_c + gly_c --> 2aobut_c + coa_c,2.3.1.29,,
ALAD_L,0.0,ala__L_c + h2o_c + nad_c --> h_c + nadh_c + nh4_c + pyr_c,1.4.1.1,6265.8195139608615,0.0
ALAR_num1,0.0938373726263802,ala__L_c --> ala__D_c,5.1.1.1,99018.50633000881,9.476750973564383e-07
SUCOAS,0.0,atp_c + coa_c + succ_c --> adp_c + pi_c + succoa_c,6.2.1.5,1867.995396628746,0.0
SUCD1,-4.440892098500626e-16,fad_c + succ_c --> fadh2_c + fum_c,1.3.99.1,,
MCITL2m,0.0,micit_c --> pyr_c + succ_c,4.1.3.30,6876.230304912654,0.0
OCOAT1,0.0,acac_c + succoa_c --> aacoa_c + succ_c,2.8.3.9,,
UAG2EMA,0.0,h2o_c + uacgam_c --> acmana_c + udp_c,5.1.3.14,255.87356299049483,0.0
UAGDP,0.06694557990972115,acgam1p_c + utp_c --> ppi_c + uacgam_c,"2.3.1.157,2.7.7.23",757.3148569372652,8.8398608975483e-05
UAG4Ei_num1,0.0,uacgam_c --> udpacgal_c,"5.1.3.2,5.1.3.12",218705.71550098187,0.0
UAG2E,0.0015991540335478923,uacgam_c --> uacmam_c,5.1.3.14,255.87356299049483,6.249782177017239e-06
GTPCII2,0.0,gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + h_c + ppi_c,3.5.4.25,3.4677447360734197,0.0
r0120_num1,0.0,gtp_c + h2o_c + 3.0 h_c --> HC01651_c,3.5.4.16,0.01866236798813481,0.0
GTPDPK_num1,0.0,atp_c + gtp_c --> amp_c + gdptp_c,2.7.6.5,550.9019987503332,0.0
DAPDC,0.07619520036066259,26dap__M_c + h_c --> co2_c + lys__L_c,4.1.1.20,675.7418086795351,0.00011275786015009991
LYSAM,0.0,lys__L_c --> 36dahx_c,5.4.3.2,691.4206695943058,0.0
LYSDC_num1,0.0,h_c + lys__L_c --> 15dap_c + co2_c,"4.1.1.19,4.1.1.18",37.243820426782975,0.0
GLYCLTDym,4.170481027240216e-05,glyclt_c + nadp_c --> glx_c + h_c + nadph_c,"1.1.1.26,1.1.1.79,1.1.1.81",13046909.821612127,3.1965278247971326e-12
UGLYCH,0.0,h2o_c + 2.0 h_c + urdglyc_c --> co2_c + glx_c + 2.0 nh4_c,,,
DDPGA,0.0,4h2oxg_c --> glx_c + pyr_c,"4.1.2.14,4.1.3.16",4416.092623134448,0.0
GLYCTO1,0.0,glyclt_c + o2_c --> glx_c + h2o2_c,1.1.99.14,153.02490085416392,0.0
ASPK_1_num1,0.12330757552876248,asp__L_c + atp_c + h_c --> 4pasp_c + adp_c,2.7.2.4,308.0223408961638,0.0004003202338181379
ASPO6,0.003933880013010538,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c,1.4.3.16,21.016972926144906,0.00018717633727913452
ASNN_num1,0.0,asn__L_c + h2o_c --> asp__L_c + nh4_c,3.5.1.1,1197.3904328021615,0.0
ASP1DC,8.08014442033684e-05,asp__L_c + h_c --> ala_B_c + co2_c,4.1.1.11,398.24697815791336,2.0289279928027203e-07
ASPT,0.0,asp__L_c --> fum_c + nh4_c,4.3.1.1,2261.040055020202,0.0
GTHRDH_syn_num1,0.0,gthrd_c + h2o_c --> cgly_c + glu__L_c,"2.3.2.2,3.4.11.4",29229.580754367315,0.0
GALT,0.0,gal1p_c + utp_c --> ppi_c + udpgal_c,2.7.7.10,,
ADSK_num1,0.0,aps_c + atp_c --> adp_c + paps_c,2.7.1.25,6976.795422748058,0.0
NTD4_num1,0.0,cmp_c + h2o_c --> cytd_c + h_c + pi_c,"3.1.3.5,3.1.4.16",285.7390256256276,0.0
CYTK1m,0.11021267924299712,atp_c + cmp_c --> adp_c + cdp_c,2.7.4.14,13086.93258114656,8.421582258456264e-06
CYTDK1,0.0,atp_c + cytd_c --> adp_c + cmp_c,2.7.1.48,235.5308037943516,0.0
UTCY,0.0,cytd_c + utp_c --> cmp_c + udp_c,2.7.1.48,235.5308037943516,0.0
CYTDK2,0.0,cytd_c + gtp_c --> cmp_c + gdp_c,2.7.1.48,235.5308037943516,0.0
FDH_num1,0.0,for_c + nad_c --> co2_c + nadh_c,1.17.1.9,2594.083147183932,0.0
OXADCm_num1,0.0,h_c + oxa_c --> co2_c + for_c,4.1.1.2,3554.2324463519703,0.0
NFORGLUAH_num1,0.0,Nforglu_c + h2o_c --> for_c + glu__L_c,3.5.1.88,20.91467331795882,0.0
R00526_num1,0.0,C01044_c + h2o_c --> asp__L_c + for_c,3.5.1.88,20.91467331795882,0.0
SADTn_num1,0.0,atp_c + h_c + so4_c --> aps_c + ppi_c,2.7.7.4,3292.984917352935,0.0
RBFK_num1,0.0,atp_c + ribflv_c --> adp_c + fmn_c,"2.7.1.26,2.7.7.2",40.37972125239073,0.0
ARGN,0.0,arg__L_c + h2o_c --> orn_c + urea_c,3.5.3.1,44119.797009336995,0.0
ARGKr,0.0,arg__L_c + atp_c --> adp_c + argp_c + h_c,,,
ARGDC_num1,0.0,arg__L_c + h_c --> agm_c + co2_c,"4.1.1.19,4.1.1.18",36.95214773758308,0.0
NDPK3,0.10648545027399883,atp_c + cdp_c --> adp_c + ctp_c,2.7.4.6,10341.059768344583,1.0297344049781586e-05
CTPS1,0.012211339274740676,atp_c + nh4_c + utp_c --> adp_c + ctp_c + 2.0 h_c + pi_c,6.3.4.2,31.385864916575088,0.0003890713003193927
CTPS2,0.0,atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,6.3.4.2,31.385864916575088,0.0
CBPS_num1,0.07110159951018527,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + h_c + pi_c,6.3.5.5,39.80044787502311,0.0017864522463026174
ASNS1_num1,0.034707373628015806,asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + ppi_c,6.3.5.4,103.74273217710736,0.0003345523382665894
PSP_L,0.0,h2o_c + pser__L_c --> h_c + pi_c + ser__L_c,3.1.3.3,27118.5824810568,0.0
SPTix,0.0,pyr_c + ser__L_c --> ala__L_c + hpyr_c,"2.6.1.44,2.6.1.51",1583.3148551298184,0.0
SERAT,0.03995529095093059,accoa_c + ser__L_c --> acser_c + coa_c,2.3.1.30,153078.9041558759,2.610110855656848e-07
